Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,Bsmt,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,Garage,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
354,30,4,60.0,8520,1,3,3,0,4,0,17,0,2,6,8,1,1,12,13,0.0,3,2,0,1,0,0,624,624,1,2,1,4.0,720,0,0,720,0,0,1,0,2,1,3,5,6,0,2,484,1,2,106,0,0,0,0,0,0,5,2010,8,4,105900
355,50,3,60.0,8400,1,3,0,0,4,0,18,0,0,6,5,1,1,13,8,0.0,3,4,1,1,388,0,552,940,1,0,1,4.0,1192,403,0,1595,0,0,1,0,2,1,3,6,6,2,1,240,1,2,0,0,108,0,0,0,0,6,2006,8,4,140000
356,20,3,105.0,11249,1,1,3,0,4,0,5,0,2,6,5,1,1,12,13,0.0,2,2,2,1,334,544,322,1200,1,0,1,4.0,1200,0,0,1200,1,0,2,0,3,1,2,6,6,0,2,521,1,2,0,26,0,0,0,0,0,8,2007,8,4,177500
357,20,3,80.26052856445312,9248,1,0,3,0,4,0,8,0,2,6,6,1,1,6,6,106.0,3,4,2,1,560,0,598,1158,1,2,1,4.0,1167,0,0,1167,1,0,2,0,3,1,2,6,6,0,2,400,1,2,120,26,0,0,0,0,0,7,2009,8,4,173000
358,120,4,44.0,4224,1,3,3,0,4,0,10,4,2,5,5,1,1,5,5,0.0,3,4,2,1,874,0,268,1142,1,4,1,4.0,1142,0,0,1142,1,0,1,1,3,1,3,6,6,1,2,528,1,2,536,90,0,0,0,0,0,8,2007,8,4,134000
359,80,3,92.0,6930,1,0,3,0,4,0,4,0,7,5,4,3,1,13,7,120.0,3,4,1,1,300,294,468,1062,1,0,1,1.0,1352,0,0,1352,0,1,1,0,3,1,2,6,3,0,1,288,1,2,168,0,294,0,0,0,0,7,2006,8,0,130000
360,60,3,78.0,12011,1,0,3,0,1,0,15,0,5,8,5,1,1,12,13,530.0,2,4,2,1,956,0,130,1086,1,0,1,4.0,1086,838,0,1924,1,0,2,1,3,1,2,7,6,1,2,592,1,2,208,75,0,0,374,0,0,6,2006,8,4,280000
361,85,3,56.29914855957031,7540,1,0,3,0,1,0,11,0,6,6,6,1,1,12,13,0.0,3,4,1,1,773,0,115,888,1,0,1,4.0,912,0,0,912,1,0,1,0,2,1,3,5,6,1,2,470,1,2,0,0,0,0,192,0,0,6,2007,8,4,156000
362,50,3,79.47148132324219,9144,1,3,3,0,4,0,3,0,0,5,5,1,1,8,8,0.0,3,4,1,1,399,0,484,883,1,2,1,4.0,988,517,0,1505,1,0,1,0,3,1,3,8,6,0,1,240,1,0,0,0,0,0,0,0,0,7,2008,8,4,145000
363,85,3,64.0,7301,1,3,3,0,0,0,7,0,6,7,5,1,1,6,6,500.0,2,4,3,0,0,0,0,0,1,0,1,4.0,495,1427,0,1922,0,0,3,0,4,1,2,7,6,1,2,672,1,2,0,0,177,0,0,0,0,7,2009,3,4,198500
364,160,4,21.0,1680,1,3,3,0,4,0,2,3,5,6,8,1,1,6,6,510.0,3,4,1,1,162,0,321,483,1,2,1,4.0,483,504,0,987,0,0,1,1,2,1,2,5,6,0,1,264,1,2,250,0,0,0,0,0,0,5,2009,8,4,118000
365,60,3,79.42262268066406,18800,1,0,3,0,2,0,14,0,5,6,5,1,1,6,6,120.0,3,4,2,1,712,0,84,796,1,4,1,4.0,790,784,0,1574,1,0,2,1,3,1,3,6,6,1,2,566,1,2,306,111,0,0,0,0,0,7,2006,8,4,190000
366,70,4,59.0,10690,1,3,3,0,4,0,9,0,5,5,7,3,1,12,13,0.0,3,2,1,1,456,0,216,672,1,2,1,0.0,672,672,0,1344,0,0,1,0,3,1,3,6,6,0,1,468,1,2,0,128,218,0,0,0,0,7,2009,8,4,147000
367,20,3,79.79669952392578,9500,1,0,3,0,4,0,12,0,2,6,5,1,1,9,10,247.0,3,4,1,1,609,0,785,1394,1,2,1,4.0,1394,0,0,1394,1,0,1,1,3,1,3,6,6,2,2,514,1,2,0,76,0,0,185,0,0,7,2009,8,4,159000
368,80,3,101.0,9150,1,0,3,0,0,0,12,0,7,6,5,1,5,9,10,305.0,3,4,1,1,371,0,728,1099,1,2,1,4.0,1431,0,0,1431,0,1,1,0,3,1,3,6,6,1,1,296,1,2,64,110,0,0,0,0,0,12,2008,8,4,165000
369,20,3,78.0,7800,1,3,3,0,4,0,12,0,2,5,6,1,1,6,6,200.0,3,4,2,1,540,0,728,1268,1,2,1,4.0,1268,0,0,1268,0,0,1,0,2,1,3,7,6,1,1,244,1,2,0,98,0,0,0,0,0,3,2010,8,4,132000
370,20,3,82.04517364501953,9830,1,0,3,0,0,0,12,0,2,5,7,1,1,13,14,0.0,3,2,1,1,72,258,733,1063,1,0,1,4.0,1287,0,0,1287,1,0,1,0,3,1,2,7,6,1,2,576,1,2,364,17,0,0,182,0,0,3,2010,8,4,162000
371,60,3,65.38497161865234,8121,1,0,3,0,4,0,8,0,5,6,5,1,1,12,13,0.0,3,4,2,1,0,0,953,953,1,0,1,4.0,953,711,0,1664,0,0,2,1,3,1,3,7,6,1,2,460,1,2,100,40,0,0,0,0,0,1,2006,8,4,172400
372,50,3,80.0,17120,1,3,3,0,4,0,4,0,0,4,4,1,1,14,10,0.0,3,4,1,0,0,0,0,0,1,4,1,4.0,1120,468,0,1588,0,0,2,0,4,1,3,7,3,1,2,680,1,0,0,59,0,0,0,0,0,7,2008,8,4,134432
373,120,3,50.0,7175,1,3,3,0,4,0,20,4,2,6,5,1,1,9,10,0.0,3,4,1,1,623,121,0,744,1,4,1,4.0,752,0,0,752,1,0,1,0,2,1,3,4,6,0,1,264,1,2,353,0,0,0,90,0,0,2,2010,8,4,125000
374,20,3,79.0,10634,1,3,3,0,4,0,12,0,2,5,6,1,1,8,8,0.0,3,4,2,1,428,180,0,608,1,4,1,4.0,1319,0,0,1319,1,0,1,0,3,1,3,5,3,0,1,270,1,2,66,0,0,0,0,0,0,11,2009,8,4,123000
375,60,3,65.0,8200,1,3,3,0,4,0,5,0,5,7,5,1,1,12,13,0.0,2,4,2,1,0,0,847,847,1,0,1,4.0,847,1081,0,1928,0,0,2,1,4,1,2,8,6,1,2,434,1,2,100,48,0,0,0,0,0,7,2007,8,4,219500
376,30,3,56.04581832885742,10020,1,0,2,0,4,2,7,0,2,1,1,1,1,13,14,0.0,1,1,0,1,350,0,333,683,1,2,0,0.0,904,0,0,904,1,0,0,1,1,1,1,4,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2009,8,4,61000
377,85,3,57.0,8846,1,0,3,0,1,0,5,0,6,5,5,1,1,12,13,0.0,2,4,2,1,298,0,572,870,1,0,1,4.0,914,0,0,914,0,0,1,0,2,1,3,5,6,0,2,576,1,2,0,0,0,0,0,0,0,7,2006,8,4,148000
378,60,1,102.0,11143,1,0,3,0,0,0,21,0,5,8,5,1,1,5,5,0.0,2,4,2,1,0,0,1580,1580,1,0,1,4.0,1580,886,0,2466,0,0,3,0,4,1,2,8,6,1,2,610,1,2,159,214,0,0,0,0,0,12,2007,8,4,340000
379,20,3,88.0,11394,1,3,3,0,0,0,22,0,2,9,2,3,1,12,13,350.0,2,4,2,0,1445,0,411,1856,1,0,1,4.0,1856,0,0,1856,1,0,1,1,1,1,0,8,6,1,3,834,1,2,113,0,0,0,0,0,0,6,2010,6,5,394432
380,60,3,60.0,8123,1,0,3,0,4,0,8,0,5,6,5,1,1,12,13,16.0,3,4,2,1,0,0,982,982,1,0,1,4.0,1007,793,0,1800,0,0,2,1,3,1,3,7,6,1,2,463,1,2,100,63,0,0,0,0,0,6,2009,8,4,179000
381,50,3,50.0,5000,1,3,3,0,4,0,18,0,0,5,6,1,1,3,14,0.0,3,4,0,1,218,0,808,1026,1,4,1,4.0,1026,665,0,1691,0,0,2,0,3,1,2,6,6,1,1,308,1,2,0,0,242,0,0,0,0,5,2010,8,4,127000
382,20,1,60.0,7200,1,3,3,0,4,0,21,0,2,7,5,1,1,12,13,0.0,2,4,2,1,0,0,1293,1293,1,0,1,4.0,1301,0,0,1301,1,0,2,0,2,1,2,5,6,1,2,572,1,2,216,121,0,0,0,0,0,8,2006,6,5,187750
383,60,3,79.0,9245,1,0,3,0,4,0,5,0,5,7,5,1,1,12,13,0.0,2,4,2,1,0,0,939,939,1,0,1,4.0,939,858,0,1797,0,0,2,1,3,1,2,8,6,0,2,639,1,2,144,53,0,0,0,0,0,4,2007,8,4,213500
384,45,2,60.0,9000,1,3,3,0,0,0,20,0,1,6,3,1,1,13,14,0.0,3,4,0,1,0,0,784,784,1,4,0,0.0,784,0,0,784,0,0,1,0,2,1,3,5,6,0,2,360,1,0,0,0,91,0,0,0,0,10,2009,8,4,76000
385,60,3,138.1693572998047,53107,1,1,2,0,0,1,4,0,5,6,5,1,1,6,6,0.0,2,4,2,1,985,0,595,1580,1,0,1,4.0,1079,874,0,1953,1,0,2,1,3,1,2,9,6,2,2,501,1,2,216,231,0,0,0,0,0,6,2007,8,4,240000
386,120,3,43.0,3182,1,3,3,0,4,0,0,4,2,8,5,1,1,12,13,16.0,2,4,2,1,24,0,1232,1256,1,0,1,4.0,1269,0,0,1269,0,0,2,0,2,1,2,6,6,1,2,430,1,2,146,20,0,0,144,0,0,4,2010,8,4,192000
387,50,3,58.0,8410,1,3,3,0,2,0,7,0,0,5,3,2,1,13,13,0.0,3,1,2,1,0,0,658,658,1,4,1,4.0,658,526,0,1184,0,0,1,0,5,1,3,8,6,0,0,0,0,0,0,151,0,0,0,0,0,5,2006,8,1,81000
388,80,3,72.0,7200,1,3,3,0,4,0,7,0,7,6,6,3,1,8,8,255.0,3,4,1,1,631,0,410,1041,1,0,1,4.0,1125,0,0,1125,1,0,1,0,3,1,3,6,6,1,1,352,1,2,296,0,0,0,0,0,0,10,2009,8,0,125000
389,20,3,93.0,9382,1,0,3,0,1,0,5,0,2,7,5,1,1,12,13,125.0,2,4,2,1,0,0,1468,1468,1,0,1,4.0,1479,0,0,1479,0,0,2,0,3,1,2,6,6,0,2,577,1,2,120,25,0,0,0,0,0,7,2008,8,4,191000
390,60,3,96.0,12474,1,3,3,0,4,0,16,0,5,10,5,1,1,12,13,272.0,0,4,2,0,1280,0,402,1682,1,0,1,4.0,1742,590,0,2332,1,0,2,1,3,1,0,9,6,1,3,846,1,2,196,134,0,0,0,0,0,8,2008,6,5,426000
391,50,3,50.0,8405,1,3,3,0,4,0,7,0,0,5,8,1,1,8,8,0.0,3,4,0,1,241,391,229,861,1,0,1,4.0,961,406,0,1367,1,0,1,0,4,1,3,7,6,0,1,384,1,2,0,130,112,0,0,0,0,4,2008,8,4,119000
392,60,3,71.0,12209,1,0,3,0,1,0,11,0,5,6,5,1,1,12,13,0.0,3,4,2,0,690,0,114,804,1,0,1,4.0,804,1157,0,1961,1,0,2,1,3,1,2,7,6,1,2,560,1,2,125,192,0,0,0,0,0,6,2009,8,4,215000
393,20,3,65.8245849609375,8339,1,0,3,0,4,0,12,0,2,5,7,1,1,8,8,0.0,3,4,3,0,0,0,0,0,1,4,1,4.0,882,0,0,882,0,0,1,0,3,1,3,5,6,0,1,294,1,2,0,0,0,0,0,0,1200,7,2007,8,4,106500
394,30,3,71.9900131225586,7446,1,3,3,0,0,0,3,0,2,4,5,1,1,14,15,0.0,3,4,1,1,266,0,522,788,1,4,1,0.0,788,0,0,788,0,0,1,0,2,1,3,4,6,2,0,0,0,2,0,0,0,0,0,0,0,4,2006,8,0,100000
395,50,3,60.0,10134,1,3,3,0,4,0,17,0,0,5,6,1,1,8,8,0.0,3,4,1,1,0,0,735,735,1,2,1,0.0,735,299,0,1034,0,0,1,0,2,1,3,5,6,0,1,240,1,2,0,39,0,0,0,0,0,7,2007,8,4,109000
396,20,3,68.0,9571,1,3,3,0,4,0,7,0,2,5,6,1,1,13,14,0.0,3,4,1,1,739,0,405,1144,1,4,1,4.0,1144,0,0,1144,1,0,1,0,3,1,3,6,6,0,1,596,1,2,44,0,0,0,0,0,0,6,2010,8,4,129000
397,20,3,60.0,7200,1,3,2,0,4,0,5,0,2,5,5,3,1,8,8,0.0,3,4,1,1,777,0,117,894,1,4,1,4.0,894,0,0,894,0,0,1,0,2,1,3,6,6,0,2,600,1,2,215,0,0,0,0,0,0,9,2009,8,4,123000
398,60,3,69.0,7590,1,3,3,0,4,0,12,0,5,5,5,1,1,12,13,288.0,3,4,1,1,540,0,324,864,1,4,1,4.0,876,936,0,1812,0,0,2,0,4,1,3,8,6,1,1,264,1,2,0,168,0,0,0,0,0,7,2007,8,4,169500
399,30,4,60.0,8967,1,3,3,0,0,0,9,0,2,5,2,1,1,8,8,0.0,3,1,0,1,0,0,961,961,1,2,1,3.0,1077,0,0,1077,0,0,1,0,2,1,3,6,1,0,1,338,1,0,0,0,0,0,0,0,0,11,2007,8,0,67000
400,60,1,65.0,8125,1,3,3,0,4,0,21,0,5,7,5,1,1,5,5,100.0,2,4,2,1,812,0,280,1092,1,0,1,4.0,1112,438,0,1550,1,0,2,0,2,1,2,7,6,0,2,438,1,2,0,168,0,0,0,0,0,10,2009,8,4,241000
401,120,3,38.0,14963,1,1,3,0,4,0,24,4,2,8,5,1,1,3,3,0.0,2,4,2,1,786,0,474,1260,1,0,1,4.0,1288,0,0,1288,1,0,1,1,1,1,0,4,6,2,2,500,1,2,120,30,0,0,224,0,0,12,2008,8,4,245500
402,20,3,65.0,8767,1,0,3,0,4,0,5,0,2,7,5,1,1,12,13,0.0,2,4,2,1,24,0,1286,1310,1,0,1,4.0,1310,0,0,1310,0,0,2,0,3,1,2,6,6,1,2,400,1,2,0,0,0,0,0,0,0,7,2006,6,5,164990
403,30,3,60.0,10200,1,3,3,0,4,0,19,0,2,5,8,1,1,13,14,0.0,3,4,2,1,0,0,672,672,1,0,1,4.0,672,0,0,672,0,0,1,0,2,1,3,4,6,0,1,240,1,0,168,0,0,0,0,0,0,8,2008,8,4,108000
404,60,3,93.0,12090,1,3,3,0,0,0,15,0,5,8,5,3,1,12,13,650.0,2,4,2,1,0,0,1141,1141,1,2,1,4.0,1165,1098,0,2263,0,0,2,1,4,1,2,10,6,1,2,420,1,2,144,123,0,0,0,0,0,7,2006,8,0,258000
405,60,3,72.95557403564453,10364,1,0,3,0,4,0,8,0,5,6,5,1,1,8,8,0.0,3,4,2,1,0,0,806,806,1,2,1,4.0,806,766,0,1572,0,0,2,1,3,1,3,7,6,1,2,373,1,2,0,40,0,0,0,0,0,5,2007,8,4,168000
406,20,3,80.15406036376953,9991,1,0,3,0,0,0,19,0,2,4,4,1,1,9,10,0.0,3,4,1,1,1116,0,165,1281,1,0,1,4.0,1620,0,0,1620,1,0,2,0,3,1,3,8,2,1,2,490,1,2,120,78,0,0,0,0,0,6,2009,8,4,150000
407,50,3,51.0,10480,1,3,3,0,4,0,18,0,0,6,5,1,1,8,8,0.0,3,4,0,1,0,0,1064,1064,1,0,1,0.0,1166,0,473,1639,0,0,1,0,3,1,3,6,1,0,1,240,1,2,0,0,0,0,0,0,0,3,2008,8,4,115000
408,70,3,63.0,15576,1,3,3,0,4,0,6,0,5,6,7,1,1,13,10,0.0,3,4,0,1,0,0,840,840,1,0,1,4.0,840,840,0,1680,0,0,2,0,4,1,3,8,6,0,1,308,1,2,0,0,160,0,0,0,0,3,2008,8,4,177000
409,60,3,109.0,14154,1,3,3,0,0,0,16,0,5,7,5,1,1,12,13,350.0,2,4,2,0,0,0,1063,1063,1,0,1,4.0,1071,1101,0,2172,0,0,2,1,3,1,2,9,6,1,3,947,1,2,192,62,0,0,0,0,0,8,2007,6,5,280000
410,60,1,85.0,10800,1,3,3,0,4,0,21,0,5,8,5,1,1,12,13,100.0,2,4,2,0,789,0,245,1034,1,0,1,4.0,1050,1028,0,2078,1,0,2,1,3,1,0,8,6,1,3,836,1,2,0,102,0,0,0,0,0,4,2008,6,5,339750
411,20,3,68.0,9571,1,3,3,0,4,0,7,0,2,5,3,1,1,2,2,0.0,3,1,1,1,0,0,1276,1276,1,4,1,0.0,1276,0,0,1276,0,0,1,0,3,1,3,5,4,0,1,350,1,2,0,0,0,0,0,0,0,6,2009,0,0,60000
412,190,3,100.0,34650,1,3,0,0,4,0,8,1,2,5,5,3,1,13,14,0.0,3,4,1,1,1056,0,0,1056,1,4,0,4.0,1056,0,0,1056,1,0,1,0,3,1,3,5,6,0,2,572,1,2,264,0,0,0,0,0,0,1,2006,8,4,145000
413,20,1,64.90933990478516,4403,1,1,3,0,4,0,21,0,2,7,5,1,1,8,8,432.0,0,4,2,0,578,0,892,1470,1,0,1,4.0,1478,0,0,1478,1,0,2,1,2,1,2,7,6,1,2,484,1,2,0,144,0,0,0,0,0,6,2010,6,5,222000
414,30,4,56.0,8960,1,3,3,0,4,0,17,0,2,5,6,1,1,14,15,0.0,3,4,1,1,0,0,1008,1008,1,2,1,0.0,1028,0,0,1028,0,0,1,0,2,1,3,5,6,1,2,360,1,2,0,0,130,0,0,0,0,3,2010,8,4,115000
415,60,3,59.0,11228,1,1,3,0,1,0,20,0,5,7,5,1,1,12,13,0.0,2,4,2,1,50,531,499,1080,1,0,1,4.0,1080,1017,0,2097,0,1,2,1,3,1,2,9,6,1,3,678,1,2,196,187,0,0,0,0,0,12,2008,8,4,228000
416,20,3,73.0,8899,1,0,3,0,4,0,8,0,2,7,5,1,1,12,13,0.0,2,4,2,1,24,0,1316,1340,1,0,1,4.0,1340,0,0,1340,0,0,2,0,3,1,2,6,6,0,2,396,1,2,100,30,0,0,0,0,0,8,2007,6,5,181134
417,60,3,74.0,7844,1,3,3,0,4,0,19,0,5,6,7,3,1,6,6,203.0,3,4,1,1,209,0,463,672,1,4,1,4.0,672,728,0,1400,0,0,1,1,3,1,3,6,6,1,2,440,1,2,0,0,0,0,0,0,0,3,2006,8,4,149500
418,70,3,86.0,22420,1,0,3,0,4,0,6,0,5,6,6,3,1,13,12,0.0,3,4,0,1,1128,0,242,1370,2,4,0,0.0,1370,1254,0,2624,1,0,2,1,4,1,3,10,6,1,3,864,1,0,0,0,0,0,0,0,0,11,2007,8,4,239000
419,50,3,60.0,8160,1,3,3,0,4,0,7,0,0,5,6,1,1,8,8,0.0,3,4,0,1,312,0,444,756,1,1,0,1.0,756,378,0,1134,1,0,1,1,3,1,3,7,6,0,1,240,1,1,0,0,0,0,0,0,0,4,2007,8,1,126000
420,20,3,65.0,8450,1,3,3,0,4,0,12,0,2,5,6,1,1,12,13,0.0,3,4,1,1,775,0,281,1056,1,0,1,4.0,1056,0,0,1056,1,0,1,0,3,1,3,6,6,1,1,304,1,2,0,85,184,0,0,0,0,7,2010,8,4,142000
421,90,4,78.0,7060,1,3,3,0,4,0,11,2,6,7,5,1,1,12,13,200.0,3,2,2,1,1309,0,35,1344,1,0,1,4.0,1344,0,0,1344,2,0,2,0,2,2,3,8,6,0,4,784,1,2,0,0,0,0,0,0,0,11,2008,8,2,206300
422,20,3,88.1724624633789,16635,1,0,3,0,2,0,14,0,2,6,7,1,1,5,5,126.0,2,4,1,1,1246,0,356,1602,1,2,1,4.0,1602,0,0,1602,0,1,2,0,3,1,2,8,6,1,2,529,1,2,240,0,0,0,0,0,0,6,2009,8,4,215000
423,20,3,100.0,21750,1,3,1,0,4,1,11,0,2,5,5,3,1,6,6,0.0,3,4,1,1,0,0,988,988,1,0,1,0.0,988,0,0,988,0,0,1,0,2,1,3,4,6,0,2,520,1,0,0,0,0,0,0,0,0,2,2008,8,4,113000
424,60,3,80.0,9200,1,3,3,0,4,0,15,0,5,8,5,1,1,12,13,473.0,2,4,2,1,986,0,484,1470,1,2,1,4.0,1470,1160,0,2630,1,0,2,1,4,1,2,8,6,1,3,696,1,2,0,66,0,0,0,0,0,6,2008,8,4,315000
425,20,3,72.0,9000,1,3,3,0,4,0,12,0,2,6,5,1,1,13,14,74.0,3,4,1,1,616,0,580,1196,1,2,1,0.0,1196,0,0,1196,1,0,1,0,2,1,3,6,6,1,1,297,1,2,0,44,0,0,0,0,0,5,2008,8,4,139000
426,60,4,60.0,3378,1,3,1,0,4,0,17,0,5,7,8,1,1,6,6,0.0,3,2,1,1,0,0,651,651,1,2,1,4.0,707,682,0,1389,0,0,1,1,3,1,3,6,6,2,1,240,1,1,0,0,126,0,0,0,0,9,2009,8,4,135000
427,80,3,77.46715545654297,12800,1,3,2,0,4,1,20,0,7,7,5,1,1,13,14,145.0,2,4,2,1,1518,0,0,1518,1,2,1,4.0,1644,0,0,1644,1,1,2,0,2,1,2,5,6,1,2,569,1,2,80,0,0,0,396,0,0,8,2009,8,4,275000
428,20,3,77.0,8593,1,0,3,0,4,0,12,0,2,4,6,3,1,8,8,0.0,3,4,1,1,288,0,619,907,1,0,1,4.0,907,0,0,907,0,0,1,0,3,1,3,5,6,0,1,352,1,2,0,0,0,0,0,0,0,7,2008,8,4,109008
429,20,3,64.0,6762,1,3,3,0,4,0,5,0,2,7,5,1,1,12,13,108.0,2,4,2,1,664,0,544,1208,1,0,1,4.0,1208,0,0,1208,1,0,2,0,2,1,2,6,6,0,2,628,1,2,105,54,0,0,0,0,0,9,2007,6,5,195400
430,20,3,130.0,11457,1,0,3,0,0,0,23,0,2,6,5,1,1,6,6,0.0,3,4,1,1,1005,0,387,1392,1,4,1,4.0,1412,0,0,1412,1,0,2,0,3,1,2,6,6,1,2,576,1,2,0,0,169,0,0,0,0,3,2009,8,4,175000
431,160,4,21.0,1680,1,3,3,0,4,0,2,3,5,6,5,1,1,6,6,232.0,3,4,1,1,387,0,96,483,1,4,1,4.0,483,504,0,987,0,0,1,1,2,1,3,4,6,0,1,264,1,2,0,0,0,0,0,0,0,7,2008,0,0,85400
432,50,4,60.0,5586,1,0,0,0,4,0,17,0,0,6,7,1,1,8,8,0.0,3,4,0,1,0,0,901,901,1,2,1,4.0,1088,110,0,1198,0,0,1,0,4,1,3,7,6,0,0,0,0,0,0,98,0,0,0,0,0,9,2008,3,0,79900
433,160,4,24.0,1920,1,3,3,0,4,0,2,4,5,5,5,1,1,6,6,376.0,3,4,1,1,471,0,294,765,1,0,1,4.0,765,600,0,1365,1,0,1,1,2,1,3,6,2,0,2,440,1,2,240,36,0,0,0,0,0,8,2007,8,4,122500
434,60,3,100.0,10839,1,0,3,0,0,0,8,0,5,6,5,1,1,12,13,0.0,3,4,2,1,0,0,926,926,1,0,1,4.0,926,678,0,1604,0,0,2,1,3,1,3,7,6,1,2,470,1,2,0,36,0,0,0,0,0,7,2008,8,4,181000
435,180,4,21.0,1890,1,3,3,0,4,0,10,3,6,4,7,1,1,5,5,0.0,3,2,1,1,495,0,135,630,1,2,1,4.0,630,0,0,630,1,0,1,0,1,1,3,3,6,0,0,0,0,2,88,0,0,0,0,0,0,6,2008,8,4,81000
436,60,3,43.0,10667,1,1,3,0,1,0,5,0,5,7,6,1,1,12,13,0.0,2,4,2,1,385,344,70,799,1,0,1,4.0,827,834,0,1661,1,0,2,1,3,1,2,6,6,1,2,550,1,2,158,61,0,0,0,0,0,4,2009,5,4,212000
437,50,4,40.0,4400,1,3,3,0,4,0,17,0,0,6,8,1,1,11,12,0.0,3,4,0,1,0,0,648,648,1,4,1,0.0,734,384,0,1118,0,0,1,0,2,1,3,6,6,0,2,440,1,2,0,0,0,0,0,0,0,10,2006,8,4,116000
438,45,4,50.0,6000,1,3,3,0,4,0,3,0,1,6,7,1,1,13,14,0.0,2,4,2,1,0,0,884,884,1,2,1,4.0,904,0,0,904,0,0,1,0,2,1,3,4,6,0,1,180,1,2,0,0,105,0,0,0,0,1,2009,8,4,119000
439,30,3,40.0,4280,1,3,3,0,4,0,6,0,2,5,6,1,1,14,12,0.0,3,4,2,1,365,0,75,440,1,4,0,4.0,694,0,0,694,0,0,1,0,2,1,2,4,6,1,1,352,1,1,0,0,34,0,0,0,0,3,2007,8,4,90350
440,50,3,67.0,12354,1,3,3,0,0,0,7,0,0,6,8,1,1,13,14,0.0,3,4,0,1,0,0,684,684,1,2,1,4.0,684,512,0,1196,0,0,1,0,3,1,2,7,6,0,2,528,1,2,0,46,0,0,0,0,800,8,2009,4,4,110000
441,20,3,105.0,15431,1,3,3,0,4,0,16,0,2,10,5,3,1,12,13,200.0,0,4,2,0,1767,539,788,3094,1,0,1,4.0,2402,0,0,2402,1,0,2,0,2,1,0,10,6,2,3,672,1,2,0,72,0,0,170,0,0,4,2009,8,4,555000
442,90,3,92.0,12108,1,3,3,0,4,0,7,2,2,4,4,1,1,12,13,270.0,3,4,1,1,133,0,1307,1440,1,4,0,1.0,1440,0,0,1440,0,0,2,0,4,2,1,8,6,0,0,0,0,2,0,0,0,0,0,0,0,9,2008,8,4,118000
443,50,4,52.0,6240,1,3,3,0,4,0,3,0,0,5,7,1,1,8,8,0.0,3,4,2,1,0,0,1078,1078,1,4,1,4.0,1128,445,0,1573,0,0,2,0,3,1,3,8,6,1,2,360,1,1,0,0,0,0,0,0,0,6,2008,8,4,162900
444,120,3,53.0,3922,1,3,3,0,4,0,0,4,2,7,5,1,1,14,15,72.0,2,4,2,0,0,0,1258,1258,1,0,1,4.0,1258,0,0,1258,0,0,2,0,2,1,2,6,6,1,3,648,1,2,144,16,0,0,0,0,0,6,2007,6,5,172500
445,60,3,70.0,8750,1,3,3,0,4,0,5,0,5,7,5,1,1,12,13,0.0,2,2,2,1,642,0,273,915,1,0,1,4.0,933,975,0,1908,1,0,2,1,4,1,2,8,6,1,2,493,1,2,144,133,0,0,0,0,0,7,2008,8,4,210000
446,20,3,73.0,9855,1,3,3,0,0,0,7,0,2,6,5,3,1,13,14,0.0,3,4,1,1,0,0,1436,1436,1,1,1,4.0,1689,0,0,1689,0,0,1,0,3,1,3,7,6,1,2,480,1,2,0,0,0,0,0,0,0,11,2009,0,4,127500
447,20,3,137.0,16492,1,0,3,0,0,0,12,0,2,6,6,1,1,3,10,0.0,2,4,1,1,247,713,557,1517,1,0,1,4.0,1888,0,0,1888,0,0,2,1,2,1,2,6,4,1,2,578,1,2,0,0,0,0,0,0,0,6,2010,8,4,190000
448,60,3,85.6375503540039,11214,1,0,3,0,0,0,8,0,5,7,5,1,1,12,13,0.0,2,4,2,1,0,0,930,930,1,2,1,4.0,956,930,0,1886,0,0,2,1,4,1,2,10,6,1,2,431,1,2,89,0,0,0,0,0,0,7,2006,8,4,199900
449,50,4,50.0,8600,1,3,0,0,4,0,9,0,0,6,6,1,1,8,8,0.0,3,4,0,1,0,0,780,780,1,4,1,4.0,780,596,0,1376,0,0,2,0,3,1,3,7,6,1,1,198,1,0,0,0,0,0,0,0,0,6,2006,8,4,119500
450,50,4,50.0,6000,1,3,3,0,4,0,17,0,0,3,7,1,1,8,8,0.0,3,2,1,1,331,0,318,649,1,0,1,4.0,679,504,0,1183,0,0,1,1,2,1,3,6,6,0,1,308,1,2,0,176,0,0,0,0,0,6,2007,8,4,120000
451,30,4,70.0,5684,1,3,3,0,4,0,17,0,2,6,8,3,1,13,14,0.0,3,4,0,1,0,0,813,813,1,0,1,0.0,813,0,0,813,0,0,1,0,2,1,2,5,6,0,1,270,1,0,0,113,0,0,0,0,0,6,2006,8,4,110000
